date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:41:37	7536/7536	---M--	200	added ('OK')	x-font/woff	date:Fri,%2013%20Nov%202020%2000:49:54%20GMT	http://doctoralvaropoma.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.woff?5510888	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.woff	(from http://doctoralvaropoma.com/wp-content/cache/wpfc-minified/jprauhnq/dj6ax.css)
22:41:38	13691/13691	---M--	200	added ('OK')	image/svg+xml	date:Fri,%2013%20Nov%202020%2000:49:54%20GMT	http://doctoralvaropoma.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.svg?5510888	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.svg	(from http://doctoralvaropoma.com/wp-content/cache/wpfc-minified/jprauhnq/dj6ax.css)
22:41:38	326/326	---M--	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202020%2000:49:53%20GMT	http://doctoralvaropoma.com/wp-content/plugins/revslider/public/assets/css/openhand.cur	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/plugins/revslider/public/assets/css/openhand.html	(from http://doctoralvaropoma.com/wp-content/cache/wpfc-minified/jprauhnq/dj6ax.css)
22:41:38	11968/11968	---M--	200	added ('OK')	x-font/ttf	date:Fri,%2013%20Nov%202020%2000:49:54%20GMT	http://doctoralvaropoma.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.ttf?5510888	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.ttf	(from http://doctoralvaropoma.com/wp-content/cache/wpfc-minified/jprauhnq/dj6ax.css)
22:41:38	326/326	---M--	200	added ('OK')	text/html	date:Fri,%2013%20Nov%202020%2000:49:53%20GMT	http://doctoralvaropoma.com/wp-content/plugins/revslider/public/assets/css/closedhand.cur	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/plugins/revslider/public/assets/css/closedhand.html	(from http://doctoralvaropoma.com/wp-content/cache/wpfc-minified/jprauhnq/dj6ax.css)
22:41:39	70/70	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Nov%202020%2000:49:53%20GMT	http://doctoralvaropoma.com/wp-content/plugins/revslider/public/assets/assets/gridtile.png	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from http://doctoralvaropoma.com/wp-content/cache/wpfc-minified/jprauhnq/dj6ax.css)
22:41:39	70/70	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Nov%202020%2000:49:53%20GMT	http://doctoralvaropoma.com/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from http://doctoralvaropoma.com/wp-content/cache/wpfc-minified/jprauhnq/dj6ax.css)
22:41:39	70/70	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Nov%202020%2000:49:54%20GMT	http://doctoralvaropoma.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from http://doctoralvaropoma.com/wp-content/cache/wpfc-minified/jprauhnq/dj6ax.css)
22:41:39	71/71	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Nov%202020%2000:49:53%20GMT	http://doctoralvaropoma.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from http://doctoralvaropoma.com/wp-content/cache/wpfc-minified/jprauhnq/dj6ax.css)
22:41:39	90/90	---M--	200	added ('OK')	image/png	date:Fri,%2013%20Nov%202020%2000:49:53%20GMT	http://doctoralvaropoma.com/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from http://doctoralvaropoma.com/wp-content/cache/wpfc-minified/jprauhnq/dj6ax.css)
22:41:40	2545/2545	---M--	200	added ('OK')	image/gif	date:Fri,%2013%20Nov%202020%2000:49:53%20GMT	http://doctoralvaropoma.com/wp-content/plugins/revslider/public/assets/assets/loader.gif	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from http://doctoralvaropoma.com/wp-content/cache/wpfc-minified/jprauhnq/dj6ax.css)
22:41:45	324/324	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20May%202021%2003:41:42%20GMT	https://www.portotheme.com/wordpress/porto/elementor-medical2/wp-content/uploads/sites/159/2020/06/medical2-bg-1.jpg	C:/My%20Web%20Sites/test/www.portotheme.com/wordpress/porto/elementor-medical2/wp-content/uploads/sites/159/2020/06/medical2-bg-1.56.delayed	(from https://doctoralvaropoma.com/wp-content/uploads/elementor/css/post-2.css?ver=1619369721)
22:41:45	668/668	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2013%20May%202021%2003:41:46%20GMT	https://www.portotheme.com/wordpress/porto/elementor/medical2/wp-content/uploads/sites/159/2020/06/medical2-bg-1.jpg	C:/My%20Web%20Sites/test/www.portotheme.com/wordpress/porto/elementor/medical2/wp-content/uploads/sites/159/2020/06/medical2-bg-1.jpg	(from https://doctoralvaropoma.com/wp-content/uploads/elementor/css/post-2.css?ver=1619369721)
22:41:50	324/324	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20May%202021%2003:41:47%20GMT	https://www.portotheme.com/wordpress/porto/elementor-medical2/wp-content/uploads/sites/159/2020/06/medical2-bg-2.png	C:/My%20Web%20Sites/test/www.portotheme.com/wordpress/porto/elementor-medical2/wp-content/uploads/sites/159/2020/06/medical2-bg-2.58.delayed	(from https://doctoralvaropoma.com/wp-content/uploads/elementor/css/post-2.css?ver=1619369721)
22:41:50	668/668	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2013%20May%202021%2003:41:51%20GMT	https://www.portotheme.com/wordpress/porto/elementor/medical2/wp-content/uploads/sites/159/2020/06/medical2-bg-2.png	C:/My%20Web%20Sites/test/www.portotheme.com/wordpress/porto/elementor/medical2/wp-content/uploads/sites/159/2020/06/medical2-bg-2.png	(from https://doctoralvaropoma.com/wp-content/uploads/elementor/css/post-2.css?ver=1619369721)
22:41:51	134622/134622	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Fri,%2013%20Nov%202020%2000:42:03%20GMT	http://doctoralvaropoma.com/wp-content/themes/porto/fonts/fontawesome/fa-brands-400.eot	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/themes/porto/fonts/fontawesome/fa-brands-400.eot	(from http://doctoralvaropoma.com/wp-content/cache/wpfc-minified/jp5nfvt9/dj6ax.css)
22:41:52	191420/191420	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20Mar%202021%2014:51:29%20GMT	http://doctoralvaropoma.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.9.1	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsc2cd.eot	(from http://doctoralvaropoma.com/wp-content/cache/wpfc-minified/fqzi3648/dj6ax.css)
22:41:52	324/324	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20May%202021%2003:41:51%20GMT	https://www.portotheme.com/wordpress/porto/elementor-medical2/wp-content/uploads/sites/159/2020/06/medical2-bg-3.jpg	C:/My%20Web%20Sites/test/www.portotheme.com/wordpress/porto/elementor-medical2/wp-content/uploads/sites/159/2020/06/medical2-bg-3.5a.delayed	(from https://doctoralvaropoma.com/wp-content/uploads/elementor/css/post-2.css?ver=1619369721)
22:41:52	668/668	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2013%20May%202021%2003:41:52%20GMT	https://www.portotheme.com/wordpress/porto/elementor/medical2/wp-content/uploads/sites/159/2020/06/medical2-bg-3.jpg	C:/My%20Web%20Sites/test/www.portotheme.com/wordpress/porto/elementor/medical2/wp-content/uploads/sites/159/2020/06/medical2-bg-3.jpg	(from https://doctoralvaropoma.com/wp-content/uploads/elementor/css/post-2.css?ver=1619369721)
22:41:54	4877/4877	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Nov%202020%2001:46:05%20GMT	https://doctoralvaropoma.com/wp-content/uploads/2020/11/cropped-logo-mini-180x180.jpg	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/uploads/2020/11/cropped-logo-mini-180x180.jpg	(from https://doctoralvaropoma.com/)
22:41:55	1864/1864	---M--	200	added ('OK')	text/css	date:Fri,%2026%20Mar%202021%2018:47:19%20GMT	https://doctoralvaropoma.com/wp-content/uploads/elementor/css/post-15.css?ver=1616784439	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/uploads/elementor/css/post-15840e.css	(from https://doctoralvaropoma.com/departments/)
22:41:55	50416/50416	---M-Z	200	added ('OK')	text/html	date:Thu,%2013%20May%202021%2003:41:54%20GMT	https://doctoralvaropoma.com/blog/	C:/My%20Web%20Sites/test/doctoralvaropoma.com/blog/index.html	(from https://doctoralvaropoma.com/)
22:41:55	5109/5109	---M--	200	added ('OK')	image/jpeg	date:Tue,%2017%20Nov%202020%2001:46:05%20GMT	https://doctoralvaropoma.com/wp-content/uploads/2020/11/cropped-logo-mini-192x192.jpg	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/uploads/2020/11/cropped-logo-mini-192x192.jpg	(from https://doctoralvaropoma.com/)
22:41:58	2285/2285	---MC-	200	added ('OK')	application/json	date:Thu,%2013%20May%202021%2003:41:57%20GMT	https://doctoralvaropoma.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdoctoralvaropoma.com%2Fdepartments%2F	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-json/oembed/1.0/embed883d.json	(from https://doctoralvaropoma.com/departments/)
22:41:58	23731/23731	---MC-	200	added ('OK')	application/json	date:Thu,%2013%20May%202021%2003:41:55%20GMT	https://doctoralvaropoma.com/wp-json/wp/v2/pages/15	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-json/wp/v2/pages/15.json	(from https://doctoralvaropoma.com/departments/)
22:41:59	2376/2376	---MC-	200	added ('OK')	text/xml	date:Thu,%2013%20May%202021%2003:41:59%20GMT	https://doctoralvaropoma.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdoctoralvaropoma.com%2Fdepartments%2F&format=xml	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-json/oembed/1.0/embed29a2	(from https://doctoralvaropoma.com/departments/)
22:42:00	6577/6577	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Dec%202020%2022:49:44%20GMT	https://doctoralvaropoma.com/wp-content/uploads/2020/12/20201104_0828021-186x300.jpg	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/uploads/2020/12/20201104_0828021-186x300.jpg	(from https://doctoralvaropoma.com/departments/)
22:42:00	13478/13478	---M--	200	added ('OK')	image/jpeg	date:Sat,%2012%20Dec%202020%2022:47:17%20GMT	https://doctoralvaropoma.com/wp-content/uploads/2020/12/20201104_0827431-300x266.jpg	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/uploads/2020/12/20201104_0827431-300x266.jpg	(from https://doctoralvaropoma.com/departments/)
22:42:02	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20May%202021%2003:41:57%20GMT	https://doctoralvaropoma.com/?p=15	C:/My%20Web%20Sites/test/doctoralvaropoma.com/indexa1ca.html	(from https://doctoralvaropoma.com/departments/)
22:42:06	46440/46440	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Nov%202020%2006:14:51%20GMT	https://doctoralvaropoma.com/wp-content/uploads/2020/11/ortopedia.jpg	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/uploads/2020/11/ortopedia.jpg	(from https://doctoralvaropoma.com/departments/)
22:42:07	41849/41849	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Nov%202020%2006:14:53%20GMT	https://doctoralvaropoma.com/wp-content/uploads/2020/11/reemplazo-articular.jpg	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/uploads/2020/11/reemplazo-articular.jpg	(from https://doctoralvaropoma.com/departments/)
22:42:07	2984/2984	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2023:15:18%20GMT	https://doctoralvaropoma.com/wp-includes/js/comment-reply.min.js?ver=5.5.5	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-includes/js/comment-reply.min24b2.js	(from https://doctoralvaropoma.com/departments/)
22:42:07	56136/56136	---M--	200	added ('OK')	image/jpeg	date:Wed,%2018%20Nov%202020%2006:14:47%20GMT	https://doctoralvaropoma.com/wp-content/uploads/2020/11/artroscopia.jpg	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/uploads/2020/11/artroscopia.jpg	(from https://doctoralvaropoma.com/departments/)
22:42:09	204814/204814	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2020%20Mar%202021%2014:51:28%20GMT	http://doctoralvaropoma.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-solid-900.eot	(from http://doctoralvaropoma.com/wp-content/cache/wpfc-minified/7w3yuqgy/dj6aw.css)
22:42:09	1426/1426	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2023:15:18%20GMT	https://doctoralvaropoma.com/wp-includes/js/wp-embed.min.js?ver=5.5.5	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-includes/js/wp-embed.min24b2.js	(from https://doctoralvaropoma.com/departments/)
22:42:09	6601/6601	---M--	200	added ('OK')	text/css	date:Tue,%2023%20Mar%202021%2001:05:35%20GMT	https://doctoralvaropoma.com/wp-content/uploads/elementor/css/post-6.css?ver=1616461535	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/uploads/elementor/css/post-6b623.css	(from https://doctoralvaropoma.com/contact-us/)
22:42:13	2280/2280	---MC-	200	added ('OK')	application/json	date:Thu,%2013%20May%202021%2003:42:12%20GMT	https://doctoralvaropoma.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdoctoralvaropoma.com%2Fcontact-us%2F	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-json/oembed/1.0/embedaee0.json	(from https://doctoralvaropoma.com/contact-us/)
22:42:14	20614/20614	---MC-	200	added ('OK')	application/json	date:Thu,%2013%20May%202021%2003:42:11%20GMT	https://doctoralvaropoma.com/wp-json/wp/v2/pages/6	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-json/wp/v2/pages/6.json	(from https://doctoralvaropoma.com/contact-us/)
22:42:16	2371/2371	---MC-	200	added ('OK')	text/xml	date:Thu,%2013%20May%202021%2003:42:15%20GMT	https://doctoralvaropoma.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdoctoralvaropoma.com%2Fcontact-us%2F&format=xml	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-json/oembed/1.0/embedd9ff	(from https://doctoralvaropoma.com/contact-us/)
22:42:17	3951/3951	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Nov%202020%2005:05:04%20GMT	https://doctoralvaropoma.com/wp-content/uploads/2020/11/icono-mano-2.png	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/uploads/2020/11/icono-mano-2.png	(from https://doctoralvaropoma.com/contact-us/)
22:42:17	2891/2891	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Nov%202020%2005:06:31%20GMT	https://doctoralvaropoma.com/wp-content/uploads/2020/11/icono-hombro.png	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/uploads/2020/11/icono-hombro.png	(from https://doctoralvaropoma.com/contact-us/)
22:42:18	97371/97371	---M--	200	added ('OK')	application/javascript	date:Sun,%2006%20Dec%202020%2020:55:32%20GMT	http://doctoralvaropoma.com/wp-content/cache/wpfc-minified/feuvcsq/4lzny.js	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/cache/wpfc-minified/feuvcsq/4lzny.js	(from https://doctoralvaropoma.com/contact-us/)
22:42:18	3745/3745	---M--	200	added ('OK')	image/png	date:Wed,%2018%20Nov%202020%2005:13:34%20GMT	https://doctoralvaropoma.com/wp-content/uploads/2020/11/icono-artroscopia.png	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/uploads/2020/11/icono-artroscopia.png	(from https://doctoralvaropoma.com/contact-us/)
22:42:21	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20May%202021%2003:42:14%20GMT	https://doctoralvaropoma.com/?p=6	C:/My%20Web%20Sites/test/doctoralvaropoma.com/index42dc.html	(from https://doctoralvaropoma.com/contact-us/)
22:42:23	765027/765027	---M--	200	added ('OK')	text/css	date:Mon,%2030%20Nov%202020%2013:25:09%20GMT	http://doctoralvaropoma.com/wp-content/cache/wpfc-minified/e5eunh3p/dq8ah.css	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/cache/wpfc-minified/e5eunh3p/dq8ah.css	(from https://doctoralvaropoma.com/author/admin/)
22:42:25	626/626	---MC-	200	added ('OK')	application/json	date:Thu,%2013%20May%202021%2003:42:22%20GMT	https://doctoralvaropoma.com/wp-json/wp/v2/users/1	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-json/wp/v2/users/1.json	(from https://doctoralvaropoma.com/author/admin/)
22:42:27	15981/15981	---MC-	200	added ('OK')	application/rss+xml	date:Sun,%2025%20Apr%202021%2016:54:55%20GMT	https://doctoralvaropoma.com/author/admin/feed/	C:/My%20Web%20Sites/test/doctoralvaropoma.com/author/admin/feed/index.html	(from https://doctoralvaropoma.com/author/admin/)
22:42:27	121/121	---MC-	200	added ('OK')	text/plain	date:Thu,%2013%20May%202021%2003:42:27%20GMT	http://doctoralvaropoma.com/robots.txt		(from http://doctoralvaropoma.com/wp-content/cache/wpfc-minified/jprauhnq/dj6ax.css)
22:42:28	668/668	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2013%20May%202021%2003:42:29%20GMT	https://www.portotheme.com/wordpress/porto/elementor/medical2/wp-content/uploads/sites/159/2020/06/medical2-bg-1.jpg	C:/My%20Web%20Sites/test/www.portotheme.com/wordpress/porto/elementor/medical2/wp-content/uploads/sites/159/2020/06/medical2-bg-1.html	(from https://doctoralvaropoma.com/wp-content/uploads/elementor/css/post-2.css?ver=1619369721)
22:42:28	668/668	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2013%20May%202021%2003:42:29%20GMT	https://www.portotheme.com/wordpress/porto/elementor/medical2/wp-content/uploads/sites/159/2020/06/medical2-bg-2.png	C:/My%20Web%20Sites/test/www.portotheme.com/wordpress/porto/elementor/medical2/wp-content/uploads/sites/159/2020/06/medical2-bg-2.html	(from https://doctoralvaropoma.com/wp-content/uploads/elementor/css/post-2.css?ver=1619369721)
22:42:28	35456/35456	---M--	200	added ('OK')	application/javascript	date:Fri,%2013%20Nov%202020%2000:42:03%20GMT	https://doctoralvaropoma.com/wp-content/themes/porto/js/libs/isotope.pkgd.min.js?ver=3.0.6	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/themes/porto/js/libs/isotope.pkgd.min7c45.js	(from https://doctoralvaropoma.com/author/admin/)
22:42:29	668/668	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2013%20May%202021%2003:42:30%20GMT	https://www.portotheme.com/wordpress/porto/elementor/medical2/wp-content/uploads/sites/159/2020/06/medical2-bg-3.jpg	C:/My%20Web%20Sites/test/www.portotheme.com/wordpress/porto/elementor/medical2/wp-content/uploads/sites/159/2020/06/medical2-bg-3.html	(from https://doctoralvaropoma.com/wp-content/uploads/elementor/css/post-2.css?ver=1619369721)
22:42:31	1047/1047	---M--	200	added ('OK')	text/css	date:Sat,%2020%20Mar%202021%2023:33:48%20GMT	https://doctoralvaropoma.com/wp-content/uploads/elementor/css/post-692.css?ver=1616283228	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/uploads/elementor/css/post-6927607.css	(from https://doctoralvaropoma.com/blog/)
22:42:33	8138/8138	---MC-	200	added ('OK')	application/json	date:Thu,%2013%20May%202021%2003:42:32%20GMT	https://doctoralvaropoma.com/wp-json/wp/v2/pages/692	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-json/wp/v2/pages/692.json	(from https://doctoralvaropoma.com/blog/)
22:42:34	2328/2328	---MC-	200	added ('OK')	application/json	date:Thu,%2013%20May%202021%2003:42:33%20GMT	https://doctoralvaropoma.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdoctoralvaropoma.com%2Fblog%2F	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-json/oembed/1.0/embed4c66.json	(from https://doctoralvaropoma.com/blog/)
22:42:35	5988/5988	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Nov%202020%2002:49:33%20GMT	https://doctoralvaropoma.com/wp-content/uploads/2020/06/ESGUINCE-DE-TOBILLO-1-250x180.jpg	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/uploads/2020/06/ESGUINCE-DE-TOBILLO-1-250x180.jpg	(from https://doctoralvaropoma.com/blog/)
22:42:35	2419/2419	---MC-	200	added ('OK')	text/xml	date:Thu,%2013%20May%202021%2003:42:34%20GMT	https://doctoralvaropoma.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdoctoralvaropoma.com%2Fblog%2F&format=xml	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-json/oembed/1.0/embedd580	(from https://doctoralvaropoma.com/blog/)
22:42:36	6310/6310	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Nov%202020%2002:59:15%20GMT	https://doctoralvaropoma.com/wp-content/uploads/2020/06/NECROSIS-250x180.jpg	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/uploads/2020/06/NECROSIS-250x180.jpg	(from https://doctoralvaropoma.com/blog/)
22:42:36	7644/7644	---M--	200	added ('OK')	image/jpeg	date:Fri,%2020%20Nov%202020%2003:04:00%20GMT	https://doctoralvaropoma.com/wp-content/uploads/2020/06/LESIONES-DE-HOMBRO-250x180.jpg	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/uploads/2020/06/LESIONES-DE-HOMBRO-250x180.jpg	(from https://doctoralvaropoma.com/blog/)
22:42:39	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20May%202021%2003:42:33%20GMT	https://doctoralvaropoma.com/?p=692	C:/My%20Web%20Sites/test/doctoralvaropoma.com/index820c.html	(from https://doctoralvaropoma.com/blog/)
22:42:39	48847/48847	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20May%202021%2001:20:11%20GMT	https://doctoralvaropoma.com/2020/06/10/everyday-health-special-report/	C:/My%20Web%20Sites/test/doctoralvaropoma.com/2020/06/10/everyday-health-special-report/index.html	(from https://doctoralvaropoma.com/blog/)
22:42:40	50253/50253	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20May%202021%2001:20:11%20GMT	https://doctoralvaropoma.com/2020/06/10/natural-flu-remedies-that-actually-work/	C:/My%20Web%20Sites/test/doctoralvaropoma.com/2020/06/10/natural-flu-remedies-that-actually-work/index.html	(from https://doctoralvaropoma.com/blog/)
22:42:41	48573/48573	---MCZ	200	added ('OK')	text/html	date:Thu,%2013%20May%202021%2001:29:02%20GMT	https://doctoralvaropoma.com/2020/06/09/can-weight-loss/	C:/My%20Web%20Sites/test/doctoralvaropoma.com/2020/06/09/can-weight-loss/index.html	(from https://doctoralvaropoma.com/blog/)
22:42:42	454529/454529	---M--	200	added ('OK')	application/javascript	date:Sun,%2006%20Dec%202020%2020:55:32%20GMT	http://doctoralvaropoma.com/wp-content/cache/wpfc-minified/mowyhydb/4lzny.js	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-content/cache/wpfc-minified/mowyhydb/4lzny.js	(from https://doctoralvaropoma.com/contact-us/)
22:42:43	668/668	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2013%20May%202021%2003:42:44%20GMT	https://www.portotheme.com/wordpress/porto/elementor/medical2/wp-content/uploads/sites/159/2020/06/medical2-bg-1.jpg	C:/My%20Web%20Sites/test/www.portotheme.com/wordpress/porto/elementor/medical2/wp-content/uploads/sites/159/2020/06/medical2-bg-1.html	(from https://doctoralvaropoma.com/wp-content/uploads/elementor/css/post-2.css?ver=1619369721)
22:42:43	668/668	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2013%20May%202021%2003:42:44%20GMT	https://www.portotheme.com/wordpress/porto/elementor/medical2/wp-content/uploads/sites/159/2020/06/medical2-bg-2.png	C:/My%20Web%20Sites/test/www.portotheme.com/wordpress/porto/elementor/medical2/wp-content/uploads/sites/159/2020/06/medical2-bg-2.html	(from https://doctoralvaropoma.com/wp-content/uploads/elementor/css/post-2.css?ver=1619369721)
22:42:43	668/668	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Thu,%2013%20May%202021%2003:42:44%20GMT	https://www.portotheme.com/wordpress/porto/elementor/medical2/wp-content/uploads/sites/159/2020/06/medical2-bg-3.jpg	C:/My%20Web%20Sites/test/www.portotheme.com/wordpress/porto/elementor/medical2/wp-content/uploads/sites/159/2020/06/medical2-bg-3.html	(from https://doctoralvaropoma.com/wp-content/uploads/elementor/css/post-2.css?ver=1619369721)
22:42:44	6703/6703	---MC-	200	added ('OK')	application/json	date:Thu,%2013%20May%202021%2003:42:43%20GMT	https://doctoralvaropoma.com/wp-json/wp/v2/posts/200	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-json/wp/v2/posts/200.json	(from https://doctoralvaropoma.com/2020/06/10/everyday-health-special-report/)
22:42:44	832/832	---MC-	200	added ('OK')	application/rss+xml	date:Thu,%2013%20May%202021%2003:42:45%20GMT	https://doctoralvaropoma.com/2020/06/10/everyday-health-special-report/feed/	C:/My%20Web%20Sites/test/doctoralvaropoma.com/2020/06/10/everyday-health-special-report/feed/index.html	(from https://doctoralvaropoma.com/2020/06/10/everyday-health-special-report/)
22:42:45	2533/2533	---MC-	200	added ('OK')	application/json	date:Thu,%2013%20May%202021%2003:42:45%20GMT	https://doctoralvaropoma.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fdoctoralvaropoma.com%2F2020%2F06%2F10%2Feveryday-health-special-report%2F	C:/My%20Web%20Sites/test/doctoralvaropoma.com/wp-json/oembed/1.0/embedf37b.json	(from https://doctoralvaropoma.com/2020/06/10/everyday-health-special-report/)
22:42:45	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2013%20May%202021%2003:42:45%20GMT	https://doctoralvaropoma.com/?p=200	C:/My%20Web%20Sites/test/doctoralvaropoma.com/indexdc0d.html	(from https://doctoralvaropoma.com/2020/06/10/everyday-health-special-report/)
